title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Sen,Christopher,S.,Murphy,,,D,CT,Junior Seat,1,M,202-224-4041,202-225-5933,https://www.murphy.senate.gov,http://www.murphy.senate.gov/contact,136 Hart Senate Office Building,M001169,17189,H6CT05124,412194,N00027566,senmurphyoffice,http://www.opencongress.org/wiki/Christopher_Murphy,http://youtube.com/senchrismurphy,chrismurphyct,,I,1973-08-03,Sen.Murphy@opencongress.org
Rep,Grace,,Meng,,,D,NY,6,1,F,202-225-2601,202-225-1589,https://meng.house.gov,,1317 Longworth House Office Building,M001188,69157,H2NY06116,412560,N00034547,RepGraceMeng,,,repgracemeng,,,1975-10-01,Rep.Meng@opencongress.org
Rep,Markwayne,,Mullin,,,R,OK,2,1,M,202-225-2701,202-225-3038,https://mullin.house.gov,,1113 Longworth House Office Building,M001190,135898,H2OK02083,412568,N00033410,RepMullin,,,RepMullin,,,1977-07-26,Rep.Mullin@opencongress.org
Rep,Seth,,Moulton,,,D,MA,6,1,M,202-225-8020,202-225-5915,https://moulton.house.gov,,1408 Longworth House Office Building,M001196,146299,H4MA06090,412632,N00035431,teammoulton,,,CongressmanSethMoulton,,,1978-10-24,Rep.Moulton@opencongress.org
Rep,Brian,,Mast,,,R,FL,18,1,M,202-225-3026,,https://mast.house.gov,,2182 Rayburn House Office Building,M001199,166245,H6FL18097,412698,N00037269,repbrianmast,,http://youtube.com/repbrianmast,repbrianmast,,,1980-07-10,Rep.Mast@opencongress.org
Rep,Stephanie,,Murphy,,,D,FL,7,1,F,202-225-4035,,https://stephaniemurphy.house.gov,,1237 Longworth House Office Building,M001202,173426,H6FL07140,412694,N00040133,RepStephMurphy,,http://youtube.com/RepStephMurphy,RepStephMurphy,,,1978-09-16,Rep.Stephaniemurphy@opencongress.org
Rep,Devin,G.,Nunes,,,R,CA,22,1,M,202-225-2523,202-225-3404,https://nunes.house.gov,,1013 Longworth House Office Building,N000181,16725,H8CA20059,400297,N00007248,RepDevinNunes,http://www.opencongress.org/wiki/Devin_Nunes,http://youtube.com/RepDevinNunes,,,,1973-10-01,Rep.Nunes@opencongress.org
Rep,Glenn,C.,Nye,,,D,VA,2,0,M,,,http://nye.house.gov,,,N000183,109342,H8VA02046,412301,N00029784,,http://www.opencongress.org/wiki/Glenn_Nye,,,,,1974-09-09,
Rep,Adam,H.,Putnam,,,R,FL,12,0,M,,,http://adamputnam.house.gov,,,P000586,12913,H0FL12051,400328,N00009618,,http://www.opencongress.org/wiki/Adam_Putnam,,,,,1974-07-31,
Rep,Jared,,Polis,,,D,CO,2,1,M,202-225-2161,202-226-7840,https://polis.house.gov,,1727 Longworth House Office Building,P000598,106220,H8CO02137,412308,N00029127,RepJaredPolis,http://www.opencongress.org/wiki/Jared_Polis,http://youtube.com/JaredPolis31275,jaredpolis,,,1975-05-12,Rep.Polis@opencongress.org
Rep,Thomas,S. P.,Perriello,,,D,VA,5,0,M,,,http://perriello.house.gov,,,P000600,109344,H8VA05106,412304,N00029339,,http://www.opencongress.org/wiki/Tom_Perriello,,,,,1974-10-09,
Rep,Ben,,Quayle,,,R,AZ,3,0,M,202-225-3361,202-225-3462,http://quayle.house.gov/,,1419 Longworth House Office Building,Q000024,123506,H0AZ03362,412398,N00031723,,http://www.opencongress.org/wiki/Ben_Quayle,,,,,1976-11-03,
Rep,Tim,J.,Ryan,,,D,OH,13,1,M,202-225-5261,202-225-3719,https://timryan.house.gov,,1126 Longworth House Office Building,R000577,45638,H2OH17109,400352,N00025280,RepTimRyan,http://www.opencongress.org/wiki/Timothy_Ryan,http://youtube.com/timryanvision,timryan,,,1973-07-16,Rep.Timryan@opencongress.org
Rep,Cedric,L.,Richmond,,,D,LA,2,1,M,202-225-6636,202-225-1988,https://richmond.house.gov,,420 Cannon House Office Building,R000588,35384,H8LA02054,412432,N00030184,RepRichmond,http://www.opencongress.org/wiki/Cedric_Richmond,http://youtube.com/RepCedricRichmond,RepRichmond,,,1973-09-13,Rep.Richmond@opencongress.org
Rep,Martha,,Roby,,,R,AL,2,1,F,202-225-2901,202-225-8913,https://roby.house.gov,,442 Cannon House Office Building,R000591,71604,H0AL02087,412394,N00030768,RepMarthaRoby,http://www.opencongress.org/wiki/Martha_Roby,http://youtube.com/reproby,Representative.Martha.Roby,,,1976-07-27,Rep.Roby@opencongress.org
Rep,Jon,,Runyan,,,R,NJ,3,0,M,202-225-4765,202-225-0778,http://runyan.house.gov,https://runyan.house.gov/contact-me/email-me,1239 Longworth House Office Building,R000594,121117,H0NJ03153,412449,N00031988,,http://www.opencongress.org/wiki/Jon_Runyan,,,,,1973-11-27,
Rep,Aaron,,Schock,,,R,IL,18,0,M,202-225-6201,202-225-9249,http://schock.house.gov,https://schock.house.gov/contact/contactform.htm?zip5=,2464 Rayburn House Office Building,S001179,33428,H8IL18043,412314,N00029273,,http://www.opencongress.org/wiki/Aaron_Schock,,,,,1981-05-28,
Rep,Marlin,A.,Stutzman,,,R,IN,3,0,M,202-225-4436,202-226-9870,http://stutzman.house.gov,http://stutzman.house.gov/contacts/new,2418 Rayburn House Office Building,S001188,34230,H0IN03198,412392,N00030891,,http://www.opencongress.org/wiki/Marlin_Stutzman,,,,,1976-08-31,
Rep,Kyrsten,,Sinema,,,D,AZ,9,1,F,202-225-9888,202-225-9731,https://sinema.house.gov,,1725 Longworth House Office Building,S001191,28338,H2AZ09019,412509,N00033983,RepSinema,,http://youtube.com/repsinema,CongresswomanSinema,,,1976-07-12,Rep.Sinema@opencongress.org
Rep,Eric,,Swalwell,,,D,CA,15,1,M,202-225-5065,,https://swalwell.house.gov,,129 Cannon House Office Building,S001193,129529,H2CA15094,412514,N00033508,RepSwalwell,,http://youtube.com/ericswalwell,CongressmanEricSwalwell,,,1980-11-16,Rep.Swalwell@opencongress.org
Rep,Jason,T.,Smith,,,R,MO,8,1,M,202-225-4404,202-226-0326,https://jasonsmith.house.gov,,1118 Longworth House Office Building,S001195,59318,H4MO08162,412596,N00035282,RepJasonSmith,,http://youtube.com/RepJasonSmith,repjasonsmith,,,1980-06-16,Rep.Jasonsmith@opencongress.org
Rep,Elise,,Stefanik,,,R,NY,21,1,F,202-225-4611,202-226-0621,https://stefanik.house.gov,,318 Cannon House Office Building,S001196,152539,H4NY21079,412648,N00035523,RepStefanik,,,RepEliseStefanik,,,1984-07-02,Rep.Stefanik@opencongress.org
Rep,Darren,,Soto,,,D,FL,9,1,M,202-225-9889,,https://soto.house.gov,,1429 Longworth House Office Building,S001200,67618,H6FL09179,412695,N00037422,RepDarrenSoto,,http://youtube.com/repdarrensoto,CongressmanDarrenSoto,,,1978-02-25,Rep.Soto@opencongress.org
Rep,Scott,,Taylor,,,R,VA,2,1,M,202-225-4215,,https://taylor.house.gov,,412 Cannon House Office Building,T000477,144514,H0VA02118,412727,N00031263,RepScottTaylor,,,RepScottTaylor,,,1979-06-27,Rep.Taylor@opencongress.org
Rep,David,G.,Valadao,,,R,CA,21,1,M,202-225-4695,202-226-3196,https://valadao.house.gov,,1728 Longworth House Office Building,V000129,120200,H2CA20094,412515,N00033367,RepDavidValadao,,http://youtube.com/congressmanvaladao,CongressmanDavidValadao,,,1977-04-14,Rep.Valadao@opencongress.org
Rep,Kevin,,Yoder,,,R,KS,3,1,M,202-225-2865,202-225-2807,https://yoder.house.gov,,2433 Rayburn House Office Building,Y000063,34433,H0KS03137,412430,N00031502,RepKevinYoder,http://www.opencongress.org/wiki/Kevin_Yoder,http://youtube.com/RepYoder,CongressmanKevinYoder,,,1976-01-08,Rep.Yoder@opencongress.org
Rep,Lee,,Zeldin,,,R,NY,1,1,M,202-225-3826,202-225-3143,https://zeldin.house.gov,,1517 Longworth House Office Building,Z000017,110252,H8NY01148,412646,N00029404,RepLeeZeldin,,,RepLeeZeldin,,,1980-01-30,Rep.Zeldin@opencongress.org
