title,firstname,middlename,lastname,name_suffix,nickname,party,state,district,in_office,gender,phone,fax,website,webform,congress_office,bioguide_id,votesmart_id,fec_id,govtrack_id,crp_id,twitter_id,congresspedia_url,youtube_url,facebook_id,official_rss,senate_class,birthdate,oc_email
Sen,Michael,F.,Bennet,,,D,CO,Senior Seat,1,M,202-224-5852,202-228-5097,https://www.bennet.senate.gov,https://www.bennet.senate.gov/?p=contact,261 Russell Senate Office Building,B001267,110942,S0CO00211,412330,N00030608,SenBennetCo,http://www.opencongress.org/wiki/Michael_Bennet,http://youtube.com/SenatorBennet,senbennetco,,III,1964-11-28,Sen.Bennet@opencongress.org
Rep,Lou,,Barletta,,,R,PA,11,1,M,202-225-6511,202-225-0764,https://barletta.house.gov,,2049 Rayburn House Office Building,B001269,47143,H2PA11098,412469,N00025495,RepLouBarletta,http://www.opencongress.org/wiki/Lou_Barletta,http://youtube.com/reploubarletta,CongressmanLouBarletta,,,1956-01-28,Rep.Barletta@opencongress.org
Rep,Karen,,Bass,,,D,CA,37,1,F,202-225-7084,202-225-2422,https://bass.house.gov,,2241 Rayburn House Office Building,B001270,28963,H0CA33117,412404,N00031877,RepKarenBass,http://www.opencongress.org/wiki/Karen_Bass,http://youtube.com/RepKarenBass,RepKarenBass,,,1953-10-03,Rep.Bass@opencongress.org
Rep,Diane,,Black,,,R,TN,6,1,F,202-225-4231,202-225-6887,https://black.house.gov,,1131 Longworth House Office Building,B001273,25292,H0TN06257,412478,N00031539,RepDianeBlack,http://www.opencongress.org/wiki/Diane_Black,http://youtube.com/RepDianeBlack,DianeBlackTN06,,,1951-01-16,Rep.Black@opencongress.org
Rep,Mo,,Brooks,,,R,AL,5,1,M,202-225-4801,202-225-4392,https://brooks.house.gov,,2400 Rayburn House Office Building,B001274,121610,H0AL05163,412395,N00030910,RepMoBrooks,http://www.opencongress.org/wiki/Mo_Brooks,http://youtube.com/RepMoBrooks,RepMoBrooks,,,1954-04-29,Rep.Brooks@opencongress.org
Rep,Larry,,Bucshon,,,R,IN,8,1,M,202-225-4636,202-225-3284,https://bucshon.house.gov,,1005 Longworth House Office Building,B001275,120335,H0IN08114,412427,N00031227,RepLarryBucshon,http://www.opencongress.org/wiki/Larry_Bucshon,http://youtube.com/RepLarryBucshon,RepLarryBucshon,,,1962-05-31,Rep.Bucshon@opencongress.org
Sen,Richard,,Blumenthal,,,D,CT,Senior Seat,1,M,202-224-2823,202-224-9673,https://www.blumenthal.senate.gov,https://www.blumenthal.senate.gov/contact/,706 Hart Senate Office Building,B001277,1568,S0CT00177,412490,N00031685,SenBlumenthal,http://www.opencongress.org/wiki/Richard_Blumenthal,http://youtube.com/SenatorBlumenthal,SenBlumenthal,,III,1946-02-13,Sen.Blumenthal@opencongress.org
Rep,Suzanne,,Bonamici,,,D,OR,1,1,F,202-225-0855,202-225-9497,https://bonamici.house.gov,,439 Cannon House Office Building,B001278,59641,H2OR01133,412501,N00033474,RepBonamici,http://www.opencongress.org/wiki/Suzanne_Bonamici,http://youtube.com/RepSuzanneBonamici,congresswomanbonamici,,,1954-10-14,Rep.Bonamici@opencongress.org
Rep,Garland,,Barr,,Andy,R,KY,6,1,M,202-225-4706,,https://barr.house.gov,,1427 Longworth House Office Building,B001282,117290,H0KY06104,412541,N00031233,RepAndyBarr,,http://youtube.com/RepAndyBarr,RepAndyBarr,,,1973-07-24,Rep.Barr@opencongress.org
Rep,Jim,,Bridenstine,,,R,OK,1,1,M,202-225-2211,918-935-2716,https://bridenstine.house.gov,,216 Cannon House Office Building,B001283,135894,H2OK01143,412567,N00033532,RepJBridenstine,,http://youtube.com/RepJimBridenstine,CongressmanJimBridenstine,,,1975-06-15,Rep.Bridenstine@opencongress.org
Rep,Susan,W.,Brooks,,,R,IN,5,1,F,202-225-2276,202-225-0016,https://susanwbrooks.house.gov,,1030 Longworth House Office Building,B001284,135988,H2IN05082,412539,N00033495,SusanWBrooks,,http://youtube.com/SusanWBrooks,congresswomansusanwbrooks,,,1960-08-25,Rep.Susanwbrooks@opencongress.org
Rep,Julia,,Brownley,,,D,CA,26,1,F,202-225-5811,202-225-1100,https://juliabrownley.house.gov,,1019 Longworth House Office Building,B001285,59904,H2CA00120,412516,N00034254,JuliaBrownley26,,http://youtube.com/RepJuliaBrownley,RepJuliaBrownley,,,1952-08-28,Rep.Juliabrownley@opencongress.org
Rep,Cheri,,Bustos,,,D,IL,17,1,F,202-225-5905,309-786-3720,https://bustos.house.gov,,1009 Longworth House Office Building,B001286,134964,H2IL17071,412537,N00033390,RepCheri,,http://youtube.com/RepCheri,RepCheri,,,1961-10-17,Rep.Bustos@opencongress.org
Rep,Ami,,Bera,,,D,CA,7,1,M,202-225-5716,202-226-1298,https://bera.house.gov,,1431 Longworth House Office Building,B001287,120030,H0CA03078,412512,N00030717,RepBera,,http://youtube.com/repamibera,RepAmiBera,,,1965-03-02,Rep.Bera@opencongress.org
Sen,Cory,Anthony,Booker,,,D,NJ,Junior Seat,1,M,202-224-3224,202-224-8378,https://www.booker.senate.gov,https://www.booker.senate.gov/?p=contact,359 Dirksen Senate Office Building,B001288,76151,S4NJ00185,412598,N00035267,SenBooker,,http://youtube.com/SenCoryBooker,,,II,1969-04-27,Sen.Booker@opencongress.org
Rep,Jack,,Bergman,,,R,MI,1,1,M,202-225-4735,,https://bergman.house.gov,,414 Cannon House Office Building,B001301,170172,H6MI01226,412709,N00039533,RepJackBergman,,http://youtube.com/RepJackBergman,RepJackBergman,,,1947-02-02,Rep.Bergman@opencongress.org
Rep,Anthony,,Brown,,,D,MD,4,1,M,202-225-8699,,https://anthonybrown.house.gov,,1505 Longworth House Office Building,B001304,19344,H6MD04209,412707,N00036999,RepAnthonyBrown,,http://youtube.com/RepAnthonyBrown,RepAnthonyBrown,,,1961-11-21,Rep.Anthonybrown@opencongress.org
Rep,Ken,S.,Calvert,,,R,CA,42,1,M,202-225-1986,202-225-2004,https://calvert.house.gov,,2205 Rayburn House Office Building,C000059,26777,H2CA37023,400057,N00007099,KenCalvert,http://www.opencongress.org/wiki/Ken_Calvert,http://youtube.com/RepKenCalvert,70063393423,,,1953-06-08,Rep.Calvert@opencongress.org
Sen,Maria,,Cantwell,,,D,WA,Junior Seat,1,F,202-224-3441,202-228-0514,https://www.cantwell.senate.gov,http://www.cantwell.senate.gov/public/index.cfm/email-maria,511 Hart Senate Office Building,C000127,27122,S8WA00194,300018,N00007836,SenatorCantwell,http://www.opencongress.org/wiki/Maria_Cantwell,http://youtube.com/SenatorCantwell,senatorcantwell,,I,1958-10-13,Sen.Cantwell@opencongress.org
Sen,Benjamin,L.,Cardin,,,D,MD,Senior Seat,1,M,202-224-4524,202-224-1651,https://www.cardin.senate.gov,http://www.cardin.senate.gov/contact/,509 Hart Senate Office Building,C000141,26888,H6MD03177,400064,N00001955,SenatorCardin,http://www.opencongress.org/wiki/Benjamin_Cardin,http://youtube.com/senatorcardin,senatorbencardin,,I,1943-10-05,Sen.Cardin@opencongress.org
Sen,Thomas,Richard,Carper,,,D,DE,Senior Seat,1,M,202-224-2441,202-228-2190,https://www.carper.senate.gov/public,http://www.carper.senate.gov/public/index.cfm/email-senator-carper,513 Hart Senate Office Building,C000174,22421,S8DE00079,300019,N00012508,SenatorCarper,http://www.opencongress.org/wiki/Thomas_Carper,http://youtube.com/senatorcarper,tomcarper,,I,1947-01-23,Sen.Carper@opencongress.org
Rep,Steve,J.,Chabot,,,R,OH,1,1,M,202-225-2216,202-225-3012,https://chabot.house.gov,,2371 Rayburn House Office Building,C000266,21790,H8OH01043,400071,N00003689,RepSteveChabot,http://www.opencongress.org/wiki/Steven_Chabot,http://youtube.com/congressmanchabot,RepSteveChabot,,,1953-01-22,Rep.Chabot@opencongress.org
Rep,James,E.,Clyburn,,Jim,D,SC,6,1,M,202-225-3315,202-225-2313,https://clyburn.house.gov,,242 Cannon House Office Building,C000537,27066,H2SC02042,400075,N00002408,Clyburn,http://www.opencongress.org/wiki/James_Clyburn,http://youtube.com/repjamesclyburn,jameseclyburn,,,1940-07-21,Rep.Clyburn@opencongress.org
Sen,Thad,,Cochran,,,R,MS,Senior Seat,1,M,202-224-5054,202-224-9450,https://www.cochran.senate.gov,https://www.cochran.senate.gov/public/index.cfm/email-me,113 Dirksen Senate Office Building,C000567,53312,S8MS00055,300023,N00003328,SenThadCochran,http://www.opencongress.org/wiki/Thad_Cochran,http://youtube.com/sencochran,,,II,1937-12-07,Sen.Cochran@opencongress.org
Rep,John,,Conyers,Jr.,,D,MI,13,1,M,202-225-5126,202-225-0072,https://conyers.house.gov,,2426 Rayburn House Office Building,C000714,26904,H6MI01028,400080,N00004029,RepJohnConyers,http://www.opencongress.org/wiki/John_Conyers,http://youtube.com/JCMI14,CongressmanConyers,,,1929-05-16,Rep.Conyers@opencongress.org
Rep,Jim,,Cooper,,,D,TN,5,1,M,202-225-4311,202-226-1035,https://cooper.house.gov,,1536 Longworth House Office Building,C000754,48891,H2TN05131,400081,N00003132,RepJimCooper,http://www.opencongress.org/wiki/Jim_Cooper,http://youtube.com/RepJimCooper,JimCooper,,,1954-06-19,Rep.Cooper@opencongress.org
Sen,Michael,D.,Crapo,,,R,ID,Senior Seat,1,M,202-224-6142,202-228-1375,https://www.crapo.senate.gov,https://www.crapo.senate.gov/contact,239 Dirksen Senate Office Building,C000880,26830,S8ID00027,300030,N00006267,MikeCrapo,http://www.opencongress.org/wiki/Michael_Crapo,http://youtube.com/senatorcrapo,mikecrapo,,III,1951-05-20,Sen.Crapo@opencongress.org
Rep,Elijah,E.,Cummings,,,D,MD,7,1,M,202-225-4741,202-225-3178,https://cummings.house.gov,,2163 Rayburn House Office Building,C000984,345,H6MD07160,400090,N00001971,RepCummings,http://www.opencongress.org/wiki/Elijah_Cummings,http://youtube.com/ElijahECummings,elijahcummings,,,1951-01-18,Rep.Cummings@opencongress.org
Sen,Susan,M.,Collins,,,R,ME,Senior Seat,1,F,202-224-2523,202-224-2693,https://www.collins.senate.gov,http://www.collins.senate.gov/contact,413 Dirksen Senate Office Building,C001035,379,S6ME00159,300025,N00000491,SenatorCollins,http://www.opencongress.org/wiki/Susan_Collins,http://youtube.com/SenatorSusanCollins,susancollins,,II,1952-12-07,Sen.Collins@opencongress.org
Rep,Michael,E.,Capuano,,,D,MA,7,1,M,202-225-5111,202-225-9322,http://capuano.house.gov,,1414 Longworth House Office Building,C001037,18883,H8MA08071,400063,N00000267,RepMikeCapuano,http://www.opencongress.org/wiki/Michael_Capuano,http://youtube.com/RepMikeCapuano,RepMichaelCapuano,,,1952-01-09,Rep.Capuano@opencongress.org
Rep,Joseph,,Crowley,,Joe,D,NY,14,1,M,202-225-3965,202-225-1909,https://crowley.house.gov,,1035 Longworth House Office Building,C001038,4295,H8NY07046,400087,N00001127,RepJoeCrowley,http://www.opencongress.org/wiki/Joseph_Crowley,http://youtube.com/RepJoeCrowley,repjoecrowley,,,1962-03-16,Rep.Crowley@opencongress.org
Rep,John,Abney,Culberson,,,R,TX,7,1,M,202-225-2571,202-225-4381,https://culberson.house.gov,,2161 Rayburn House Office Building,C001048,5488,H0TX07055,400089,N00009738,CongCulberson,http://www.opencongress.org/wiki/John_Culberson,http://youtube.com/johnculbersontx07,CongressmanCulberson,,,1956-08-24,Rep.Culberson@opencongress.org
Rep,John,R.,Carter,,,R,TX,31,1,M,202-225-3864,202-225-5886,https://carter.house.gov,,2110 Rayburn House Office Building,C001051,49296,H2TX31044,400068,N00025095,JudgeCarter,http://www.opencongress.org/wiki/John_Carter,http://youtube.com/repjohncarter,judgecarter,,,1941-11-06,Rep.Carter@opencongress.org
Rep,Tom,,Cole,,,R,OK,4,1,M,202-225-6165,202-225-3512,https://cole.house.gov,,2467 Rayburn House Office Building,C001053,46034,H2OK04055,400077,N00025726,TomColeOK04,http://www.opencongress.org/wiki/Tom_Cole,http://youtube.com/reptomcole,TomColeOK04,,,1949-04-28,Rep.Cole@opencongress.org
Sen,John,,Cornyn,,,R,TX,Senior Seat,1,M,202-224-2934,202-228-2856,https://www.cornyn.senate.gov,https://www.cornyn.senate.gov/contact,517 Hart Senate Office Building,C001056,15375,S2TX00106,300027,N00024852,JohnCornyn,http://www.opencongress.org/wiki/John_Cornyn,http://youtube.com/senjohncornyn,sen.johncornyn,,II,1952-02-02,Sen.Cornyn@opencongress.org
Rep,Jim,,Costa,,,D,CA,16,1,M,202-225-3341,202-225-9308,https://costa.house.gov,,2081 Rayburn House Office Building,C001059,3577,H4CA20082,400618,N00026341,RepJimCosta,http://www.opencongress.org/wiki/Jim_Costa,http://youtube.com/RepJimCostaCA20,RepJimCosta,,,1952-04-13,Rep.Costa@opencongress.org
Rep,Emanuel,,Cleaver,II,,D,MO,5,1,M,202-225-4535,202-225-4403,https://cleaver.house.gov,,2335 Rayburn House Office Building,C001061,39507,H4MO05234,400639,N00026790,RepCleaver,http://www.opencongress.org/wiki/Emanuel_Cleaver,http://youtube.com/repcleaver,emanuelcleaverii,,,1944-10-26,Rep.Cleaver@opencongress.org
Rep,K.,Michael,Conaway,,,R,TX,11,1,M,202-225-3605,202-225-1783,https://conaway.house.gov,,2430 Rayburn House Office Building,C001062,49935,H4TX19136,400655,N00026041,ConawayTX11,http://www.opencongress.org/wiki/K._Michael_Conaway,http://youtube.com/mikeconaway11,mike.conaway,,,1948-06-11,Rep.Conaway@opencongress.org
Rep,Henry,,Cuellar,,,D,TX,28,1,M,202-225-1640,202-225-1641,https://cuellar.house.gov,,2209 Rayburn House Office Building,C001063,5486,H2TX23082,400657,N00024978,RepCuellar,http://www.opencongress.org/wiki/Henry_Cuellar,http://youtube.com/henrycuellar,152569121550,,,1955-09-19,Rep.Cuellar@opencongress.org
Rep,Kathy,,Castor,,,D,FL,14,1,F,202-225-3376,202-225-5652,https://castor.house.gov,,2052 Rayburn House Office Building,C001066,53825,H6FL11126,412195,N00027514,USRepKCastor,http://www.opencongress.org/wiki/Kathy_Castor,http://youtube.com/RepKathyCastor,USRepKathyCastor,,,1966-08-20,Rep.Castor@opencongress.org
Rep,Yvette,D.,Clarke,,,D,NY,9,1,F,202-225-6231,202-226-0112,https://clarke.house.gov,,2058 Rayburn House Office Building,C001067,44741,H4NY11138,412221,N00026961,RepYvetteClarke,http://www.opencongress.org/wiki/Yvette_Clarke,http://youtube.com/repyvetteclarke,repyvettedclarke,,,1964-11-21,Rep.Clarke@opencongress.org
Rep,Steve,,Cohen,,,D,TN,9,1,M,202-225-3265,202-225-5663,https://cohen.house.gov,,2404 Rayburn House Office Building,C001068,24340,H6TN09068,412236,N00003225,RepCohen,http://www.opencongress.org/wiki/Steve_Cohen,http://youtube.com/repcohen,CongressmanSteveCohen,,,1949-05-24,Rep.Cohen@opencongress.org
Rep,Joe,,Courtney,,,D,CT,2,1,M,202-225-2076,202-225-4977,https://courtney.house.gov,,2348 Rayburn House Office Building,C001069,30333,H2CT02112,412193,N00024842,RepJoeCourtney,http://www.opencongress.org/wiki/Joseph_Courtney,http://youtube.com/repcourtney,joecourtney,,,1953-04-06,Rep.Courtney@opencongress.org
Sen,Robert,P.,Casey,Jr.,Bob,D,PA,Senior Seat,1,M,202-224-6324,202-228-0604,https://www.casey.senate.gov,https://www.casey.senate.gov/contact/,393 Russell Senate Office Building,C001070,2541,S6PA00217,412246,N00027503,SenBobCasey,http://www.opencongress.org/wiki/Robert_Casey,http://youtube.com/SenatorBobCasey,SenatorBobCasey,,I,1960-04-13,Sen.Casey@opencongress.org
Sen,Bob,,Corker,,,R,TN,Junior Seat,1,M,202-224-3344,202-228-0566,https://www.corker.senate.gov,https://www.corker.senate.gov/public/index.cfm/emailme,425 Dirksen Senate Office Building,C001071,65905,S6TN00216,412248,N00027441,SenBobCorker,http://www.opencongress.org/wiki/Bob_Corker,http://youtube.com/senatorcorker,bobcorker,,I,1952-08-24,Sen.Corker@opencongress.org
Rep,André,,Carson,,,D,IN,7,1,M,202-225-4011,202-225-5633,https://carson.house.gov,,2135 Rayburn House Office Building,C001072,84917,H8IN07184,412258,N00029513,RepAndreCarson,http://www.opencongress.org/wiki/Andre_Carson,http://youtube.com/repandrecarson,CongressmanAndreCarson,,,1974-10-16,Rep.Carson@opencongress.org
Rep,Jason,,Chaffetz,,,R,UT,3,0,M,202-225-7751,202-225-5629,https://chaffetz.house.gov,,2236 Rayburn House Office Building,C001076,103482,H8UT03089,412270,N00028958,JasonInTheHouse,http://www.opencongress.org/wiki/Jason_Chaffetz,http://youtube.com/JasonChaffetz,CongressmanJasonChaffetz,,,1967-03-26,
Rep,Mike,,Coffman,,,R,CO,6,1,M,202-225-7882,202-226-4623,https://coffman.house.gov,,2443 Rayburn House Office Building,C001077,1535,H8CO06138,412271,N00024753,RepMikeCoffman,http://www.opencongress.org/wiki/Mike_Coffman,http://youtube.com/CongressmanCoffman,repmikecoffman,,,1955-03-19,Rep.Coffman@opencongress.org
Rep,Gerald,E.,Connolly,,,D,VA,11,1,M,202-225-1492,202-225-3071,https://connolly.house.gov,,2238 Rayburn House Office Building,C001078,95078,H8VA11062,412272,N00029891,GerryConnolly,http://www.opencongress.org/wiki/Gerald_Connolly,http://youtube.com/repconnolly,CongressmanGerryConnolly,,,1950-03-30,Rep.Connolly@opencongress.org
Rep,Judy,M.,Chu,,,D,CA,27,1,F,202-225-5464,202-225-5467,https://chu.house.gov,,2423 Rayburn House Office Building,C001080,16539,H0CA32101,412379,N00030600,RepJudyChu,http://www.opencongress.org/wiki/Judy_Chu,http://youtube.com/RepJudyChu,RepJudyChu,,,1953-07-07,Rep.Chu@opencongress.org
Rep,David,N.,Cicilline,,,D,RI,1,1,M,202-225-4911,202-225-3290,https://cicilline.house.gov,,2244 Rayburn House Office Building,C001084,7349,H0RI01073,412470,N00032019,RepCicilline,http://www.opencongress.org/wiki/David_Cicilline,http://youtube.com/RepDavidCicilline,CongressmanDavidCicilline,,,1961-07-15,Rep.Cicilline@opencongress.org
Rep,Eric,A.,Crawford,,Rick,R,AR,1,1,M,202-225-4076,202-225-5602,https://crawford.house.gov,,2422 Rayburn House Office Building,C001087,119208,H0AR01083,412400,N00030770,RepRickCrawford,http://www.opencongress.org/wiki/Rick_Crawford,http://youtube.com/RepRickCrawford,RepRickCrawford,,,1966-01-22,Rep.Crawford@opencongress.org
Sen,Chris,Andrew,Coons,,,D,DE,Junior Seat,1,M,202-224-5042,202-228-3075,https://www.coons.senate.gov,https://www.coons.senate.gov/contact,127a Russell Senate Office Building,C001088,122834,S0DE00092,412390,N00031820,SenCoonsOffice,http://www.opencongress.org/wiki/Chris_Coons,http://youtube.com/senatorchriscoons,senatorchriscoons,,II,1963-09-09,Sen.Coons@opencongress.org
Rep,Joaquin,,Castro,,,D,TX,20,1,M,202-225-3236,202-225-1915,https://castro.house.gov,,1221 Longworth House Office Building,C001091,49227,H2TX35011,412576,N00033316,JoaquinCastrotx,,http://youtube.com/JoaquinCastroTX,326420614138023,,,1974-09-16,Rep.Castro@opencongress.org
Rep,Chris,,Collins,,,R,NY,27,1,M,202-225-5265,202-225-5910,https://chriscollins.house.gov,,1117 Longworth House Office Building,C001092,139770,H8NY29032,412563,N00001285,RepChrisCollins,,http://youtube.com/RepChrisCollins,RepChrisCollins,,,1950-05-20,Rep.Chriscollins@opencongress.org
Rep,Doug,,Collins,,,R,GA,9,1,M,202-225-9893,202-226-1224,https://dougcollins.house.gov,,1504 Longworth House Office Building,C001093,67851,H2GA09150,412531,N00033518,RepDougCollins,,http://youtube.com/repdougcollins,RepresentativeDougCollins,,,1966-08-16,Rep.Dougcollins@opencongress.org
